atom_1,atom_2,pair,count,r2_avg,r2,min_distance,max_distance,r2_avg_ratio,r2_ratio
O1P,C5,C-U,59,0.111,0.001,12.34,16.87,0.0,0.181
O1P,C4,C-U,59,0.108,0.001,10.95,15.57,0.001,0.181
N9,N1,A-A,114,0.027,0.001,6.50375,7.855,0.002,0.011
N7,O1P,A-A,114,0.208,0.001,10.434999999999999,16.865,0.297,0.039
C4,O1P,C-U,59,0.157,0.001,11.32,14.67,0.0,0.123
C4',C6,C-U,59,0.165,0.001,10.26,14.58,0.023,0.053
C4',C5',A-A,114,0.188,0.001,13.375,18.745,0.135,0.042
N4,O5',C-C,48,0.0,0.001,9.01,10.370000000000001,0.199,0.0
N4,O3',C-A,47,0.114,0.001,5.62,14.336666666666668,0.108,0.035
C2',N1,C-A,47,0.162,0.001,5.19,9.68,0.288,0.074
O2',N2,A-G,94,0.016,0.001,3.585,10.364285714285714,0.027,0.003
O2',O2P,C-U,59,0.144,0.001,12.75,18.21,0.001,0.135
O4',N1,C-A,47,0.128,0.001,6.596666666666667,8.87,0.371,0.074
O5',O1P,C-U,59,0.154,0.001,16.5,21.87,0.0,0.161
C6,C3',C-C,48,0.881,0.001,10.875,11.940000000000001,0.054,0.024
C1',C2,C-U,59,0.146,0.001,5.97,11.14,0.011,0.065
O5',N3,C-C,48,0.387,0.001,9.165,10.855,0.007,0.025
C6,C1',C-C,48,0.895,0.001,9.3775,10.530000000000001,0.012,0.021
O5',C6,C-C,48,0.608,0.001,11.795,13.175,0.0,0.037
O5',C5',C-C,48,0.501,0.001,15.545,16.965,0.048,0.029
O5',C4',C-C,48,0.675,0.001,14.489999999999998,16.27,0.077,0.056
C1',O2P,C-U,59,0.134,0.001,11.87,16.61875,0.0,0.161
C8,N3,A-C,47,0.005,0.001,6.73,8.38,0.251,0.02
C2,C1',C-A,47,0.003,0.001,7.62,9.316666666666665,0.0,0.001
O4',N9,A-A,114,0.175,0.001,9.15,13.715,0.147,0.017
O4',N3,C-U,59,0.116,0.001,6.81,11.19,0.011,0.081
N3,C3',C-A,47,0.054,0.001,7.03,11.063333333333333,0.04,0.012
C2,N1,C-U,59,0.126,0.001,5.33,9.97,0.005,0.068
C2',C3',A-A,114,0.167,0.001,10.415,15.61,0.046,0.038
O2P,O5',C-C,48,0.104,0.001,15.18,17.380000000000003,0.007,0.002
O3',C2,A-C,47,0.059,0.001,8.13,11.776666666666666,0.01,0.002
C2,P,C-U,59,0.184,0.001,9.93,14.75,0.004,0.105
C5',C6,A-A,114,0.229,0.001,8.14,12.485,0.243,0.047
C2,O3',C-C,48,0.639,0.001,9.6625,11.155000000000001,0.11,0.042
C4',C5,A-C,47,0.042,0.001,8.29,13.363333333333335,0.083,0.049
C5',N3,C-U,59,0.156,0.001,8.7,12.59,0.018,0.05
N1,N6,C-A,47,0.139,0.001,4.489999999999999,9.72,0.247,0.052
C5',C8,A-A,114,0.17,0.0,9.677499999999998,15.46,0.19,0.023
C4',O2P,C-U,59,0.149,0.0,14.14,18.409999999999997,0.0,0.151
C4',N3,C-U,59,0.139,0.0,7.59,12.01,0.018,0.065
C5',O5',A-A,114,0.218,0.0,13.98,18.701666666666664,0.245,0.03
C6,C2',C-C,48,0.909,0.0,9.7025,11.015,0.054,0.043
C5',C5,A-A,114,0.206,0.0,9.065,13.4725,0.218,0.024
P,O1P,C-C,48,0.103,0.0,17.985,20.084999999999997,0.001,0.0
C5',C5,C-U,59,0.123,0.0,10.64,14.1,0.022,0.052
C4',N9,A-A,114,0.187,0.0,10.06,14.7,0.143,0.034
C5',O2P,C-U,59,0.145,0.0,15.12,18.91375,0.0,0.149
C4,C6,C-U,59,0.08,0.0,6.16,8.96,0.0,0.086
C4',C4,A-A,114,0.212,0.0,9.11,13.4,0.151,0.034
C2',C6,C-U,59,0.161,0.0,8.17,13.27,0.023,0.056
P,P,C-C,48,0.088,0.0,16.69,18.77,0.003,0.0
C1',C6,A-C,47,0.038,0.0,7.67,11.530000000000001,0.058,0.033
C1',C6,C-U,59,0.137,0.0,8.11,12.84,0.015,0.07
C1',O4',A-A,114,0.171,0.0,10.227500000000001,14.870000000000001,0.112,0.029
C2,C1',A-C,47,0.0,0.0,6.075,7.75,0.485,0.121
C2,C2,C-U,59,0.116,0.0,4.01,8.66,0.004,0.074
C2,C2',C-C,48,0.621,0.0,7.43,9.094999999999999,0.012,0.042
C2,C6,C-U,59,0.117,0.0,5.9,10.4,0.009,0.079
C2,O2',C-A,47,0.071,0.0,6.07,11.4,0.079,0.03
C2,O2P,A-C,47,0.022,0.0,5.88,12.576666666666666,0.048,0.006
C2,O5',A-C,47,0.022,0.0,8.08,10.86,0.051,0.02
C2',N1,A-C,47,0.041,0.0,7.77,11.0,0.024,0.01
C4,P,C-U,59,0.168,0.0,10.0,13.22,0.001,0.146
C2',O2P,C-U,59,0.156,0.0,12.29,17.02,0.002,0.136
C3',C5,C-U,59,0.132,0.0,8.87,13.03,0.03,0.048
C3',N3,C-U,59,0.156,0.0,6.77,11.25,0.025,0.053
C3',O2P,C-U,59,0.172,0.0,13.52,17.667499999999997,0.002,0.129
C3',O4',A-A,114,0.18,0.0,11.29,16.240000000000002,0.1,0.022
C4,C1',C-A,47,0.087,0.0,5.53,11.263333333333334,0.105,0.037
C4,C2',C-A,47,0.092,0.0,5.13,12.203333333333333,0.106,0.035
C4,C5',A-A,114,0.22,0.0,9.67,14.17,0.177,0.029
C4,C8,C-A,47,0.017,0.0,7.13,8.803333333333335,0.01,0.01
C4,N4,C-C,48,0.088,0.0,3.8449999999999998,6.205,0.486,0.017
C4,O2,A-C,47,0.004,0.0,5.4,8.64,0.339,0.109
C6,C4,C-A,47,0.034,0.0,6.82,9.356666666666667,0.012,0.005
O5',O2',C-C,48,0.729,0.0,12.774999999999999,15.515,0.147,0.088
C6,C6,C-U,59,0.129,0.0,8.02,11.3,0.006,0.07
O3',N3,C-U,59,0.156,0.0,7.63,12.19,0.028,0.048
O2,O2',C-C,48,0.632,0.0,6.76,9.24,0.042,0.05
O2,O3',C-A,47,0.003,0.0,8.59,11.01,0.036,0.012
O2',C2,C-A,47,0.145,0.0,5.293333333333333,9.95,0.302,0.076
O2',C2,C-U,59,0.144,0.0,6.37,12.48,0.014,0.07
O2',C4,A-G,94,0.002,0.0,6.859999999999999,11.87,0.007,0.002
O2',C6,C-U,59,0.137,0.0,8.62,14.39,0.016,0.069
O2',N1,C-U,59,0.155,0.0,7.64,13.83,0.015,0.064
O5',P,C-U,59,0.158,0.0,15.09,20.41,0.0,0.181
O2',O2,C-U,59,0.157,0.0,5.36,12.1,0.013,0.064
O2P,O2P,C-U,59,0.123,0.0,14.96,20.125,0.017,0.204
O2P,O4,C-U,59,0.12,0.0,8.35,12.43125,0.0,0.137
O3',C5,C-U,59,0.139,0.0,9.77,14.0,0.036,0.041
O3',N1,A-G,94,0.0,0.0,7.595,11.242857142857142,0.001,0.0
O3',O2P,C-U,59,0.186,0.0,14.47,18.59375,0.005,0.111
O2,N1,C-U,59,0.131,0.0,4.73,10.18,0.01,0.068
O4',C5,A-C,47,0.03,0.0,7.72,12.495000000000001,0.088,0.054
O4',C5',A-A,114,0.187,0.0,12.41,17.689999999999998,0.146,0.03
O4',C6,A-G,94,0.0,0.0,7.5,10.183333333333335,0.001,0.0
O5',O4',C-C,48,0.728,0.0,13.565000000000001,15.280000000000001,0.054,0.053
O4',C6,C-U,59,0.137,0.0,9.44,13.75,0.013,0.07
O5',C1',C-C,48,0.73,0.0,12.37,14.23,0.061,0.068
O5',C2,C-C,48,0.593,0.0,10.059999999999999,11.78,0.01,0.045
O5',C2',C-C,48,0.675,0.0,12.600000000000001,14.78,0.097,0.079
O5',C3',C-C,48,0.616,0.0,13.86,15.725000000000001,0.093,0.064
O5',C6,C-U,59,0.118,0.0,10.96,16.24,0.001,0.128
O5',N1,C-C,48,0.688,0.0,11.375,13.005,0.017,0.06
O5',N3,C-U,59,0.113,0.0,8.39,13.77,0.0,0.129
O5',O1P,A-A,114,0.238,0.0,15.017499999999998,21.234999999999996,0.344,0.037
O2,O2,C-U,59,0.114,0.0,2.88,8.47,0.004,0.067
O2,C3',C-A,47,0.057,0.0,8.97,10.44,0.301,0.045
C6,N3,C-U,59,0.117,0.0,5.42,8.82,0.003,0.079
P,C5,C-U,59,0.106,0.0,11.23,15.6,0.0,0.172
C6,O2,C-C,48,0.832,0.0,6.7875,8.205,0.007,0.014
C6,O3',C-C,48,0.839,0.0,11.86,13.010000000000002,0.136,0.029
N1,C5,C-A,47,0.137,0.0,6.673333333333333,8.91,0.319,0.052
N1,C6,C-U,59,0.13,0.0,7.27,11.45,0.01,0.074
N1,O2',C-C,48,0.808,0.0,8.932500000000001,11.115,0.106,0.059
N3,C2,C-U,59,0.077,0.0,3.575,7.48,0.0,0.075
N3,C4',A-A,114,0.216,0.0,8.855,12.95,0.096,0.037
N3,C5',C-C,48,0.261,0.0,9.725,10.8125,0.004,0.01
N3,N3,A-A,114,0.007,0.0,5.85,9.219999999999999,0.107,0.0
O5',O2,C-C,48,0.605,0.0,9.76,11.805,0.031,0.039
N3,O2',C-A,47,0.083,0.0,4.75,12.12,0.112,0.041
N3,O3',C-A,47,0.077,0.0,6.89,12.346666666666666,0.051,0.015
N3,P,C-U,59,0.172,0.0,9.23,13.46,0.001,0.125
N4,C1',C-A,47,0.094,0.0,4.21,11.983333333333333,0.131,0.043
O2,C2,C-U,59,0.118,0.0,3.44,8.83,0.008,0.076
N4,C2',C-A,47,0.099,0.0,3.88,12.969999999999999,0.128,0.041
N4,C3',C-A,47,0.106,0.0,5.36,13.056666666666667,0.111,0.036
N4,C6,C-U,59,0.02,0.0,5.44,7.78,0.022,0.075
N4,N3,C-U,59,0.007,0.0,2.97,5.41,0.039,0.052
N4,O1P,C-U,59,0.112,0.0,10.53,13.44,0.013,0.147
N4,O2P,C-C,48,0.048,0.0,8.850000000000001,10.670000000000002,0.223,0.015
N4,P,C-U,59,0.124,0.0,9.34,11.98,0.015,0.168
N6,O1P,A-A,114,0.232,0.0,8.64,14.585,0.335,0.027
P,C4,C-U,59,0.105,0.0,9.84,14.28,0.0,0.174
N6,P,A-A,114,0.213,0.0,7.695,13.27,0.343,0.032
O1P,O1P,C-C,48,0.122,0.0,19.29,21.41,0.0,0.0
O1P,O3',C-C,48,0.62,0.0,16.98,19.0,0.186,0.073
O1P,P,C-C,48,0.103,0.0,17.985,20.085,0.001,0.0
N3,N3,C-C,48,0.024,0.0,3.55,5.8,0.467,0.0
